Employee ID,Age,Gender,Education Level,Department,Job Title,Years of Experience,Salary,Performance Rating,Work Mode
EMP-1617,55,Male,High School,HR,HR Associate,6.0,72714.93,2,On-site
EMP-1618,48,Male,Bachelor's,Engineering,Senior Engineer,24.1,174574.79,2,Hybrid
EMP-1619,35,Female,Bachelor's,HR,HR Specialist,10.3,97821.93,3,Hybrid
EMP-1620,36,Male,Master's,Finance,Financial Analyst,11.5,126060.93,3,Hybrid
EMP-1621,21,Female,Bachelor's,Finance,Finance Manager,0.0,79025.05,4,Hybrid
EMP-1622,48,Male,Master's,HR,HR Specialist,7.0,90854.2,4,On-site
EMP-1623,33,Female,Bachelor's,Finance,Finance Manager,0.1,82130.47,2,Hybrid
EMP-1624,34,Male,PhD,Finance,Finance Manager,1.7,128001.85,3,Remote
EMP-1625,51,Female,Bachelor's,Engineering,Engineering Manager,7.4,119824.67,2,Hybrid
EMP-1626,21,Male,Bachelor's,HR,HR Manager,0.0,80789.11,2,On-site
EMP-1627,54,Male,High School,Data Science,Senior Data Scientist,18.5,134145.21,2,On-site
EMP-1628,37,Male,PhD,Finance,Finance Manager,0.1,108562.38,3,Remote
EMP-1629,42,Female,Master's,Sales,Sales Associate,3.7,82453.29,2,On-site
EMP-1630,43,Female,Master's,Engineering,Senior Engineer,0.5,79481.68,3,Hybrid
EMP-1631,36,Male,High School,Data Science,Senior Data Scientist,10.0,102779.93,3,Hybrid
EMP-1632,35,Male,Bachelor's,Sales,Sales Representative,8.2,98805.52,4,Hybrid
EMP-1633,35,Male,Master's,Finance,Financial Analyst,7.1,100817.08,3,Hybrid
EMP-1634,49,Female,Bachelor's,Engineering,Tech Lead,25.1,197776.19,3,Remote
EMP-1635,42,Female,Bachelor's,Executive,Vice President,7.6,137159.4,1,On-site
EMP-1636,26,Male,Bachelor's,Data Science,Data Scientist,3.0,93995.09,3,Hybrid
EMP-1637,60,Female,Bachelor's,HR,HR Manager,33.7,222545.07,3,On-site
EMP-1638,21,Female,Bachelor's,Engineering,Senior Engineer,0.0,60273.3,2,Remote
EMP-1639,31,Male,Bachelor's,Finance,Finance Manager,8.5,118867.46,3,Remote
EMP-1640,21,Female,PhD,HR,HR Associate,0.0,73563.54,3,Hybrid
EMP-1641,40,Female,Bachelor's,Data Science,Data Scientist,4.0,85283.69,4,On-site
EMP-1642,21,Male,Bachelor's,Finance,Financial Analyst,0.0,64605.76,2,On-site
EMP-1643,57,Female,PhD,Finance,Financial Analyst,8.7,124520.2,2,Remote
EMP-1644,33,Male,Master's,Sales,Sales Representative,3.2,99306.06,3,Hybrid
EMP-1645,22,Male,Bachelor's,Engineering,Senior Engineer,0.0,70806.16,3,Remote
EMP-1646,48,Male,Bachelor's,Finance,Financial Analyst,14.7,124588.3,3,Hybrid
EMP-1647,34,Male,Bachelor's,Engineering,Tech Lead,3.0,103540.85,3,Remote
EMP-1648,44,Female,Bachelor's,Data Science,Senior Data Scientist,19.3,151322.6,2,Hybrid
EMP-1649,37,Male,Bachelor's,Finance,Financial Analyst,2.6,74611.64,4,Hybrid
EMP-1650,21,Female,Master's,Data Science,Data Scientist,0.0,80565.61,4,Remote
EMP-1651,31,Female,High School,Engineering,Software Engineer,11.0,111446.63,2,Hybrid
EMP-1652,21,Female,Bachelor's,Finance,Financial Analyst,0.0,73336.34,5,On-site
EMP-1653,40,Female,Bachelor's,Finance,Senior Finance Analyst,11.8,112273.32,3,Remote
EMP-1654,43,Male,Master's,HR,HR Associate,8.8,105293.63,3,Hybrid
EMP-1655,38,Male,Bachelor's,Data Science,Data Scientist,12.1,120912.36,3,Remote
EMP-1656,36,Male,Bachelor's,Finance,Finance Manager,12.2,143801.34,4,Remote
EMP-1657,21,Female,PhD,Engineering,Senior Engineer,0.0,96168.42,3,Hybrid
EMP-1658,37,Male,Bachelor's,Data Science,Data Analyst,10.0,116744.68,2,Hybrid
EMP-1659,47,Female,Bachelor's,Engineering,Software Engineer,24.5,170342.31,2,Remote
EMP-1660,28,Female,Bachelor's,HR,HR Manager,1.6,77959.7,2,Hybrid
EMP-1661,46,Male,Master's,Engineering,Tech Lead,8.3,142938.51,3,On-site
EMP-1662,45,Female,Bachelor's,Sales,Sales Representative,20.4,139831.11,3,Remote
EMP-1663,42,Female,Bachelor's,Finance,Finance Manager,5.6,114045.75,3,Remote
EMP-1664,49,Male,Bachelor's,Data Science,Data Science Manager,21.9,190088.69,3,Hybrid
EMP-1665,48,Female,Bachelor's,Data Science,Data Science Manager,0.6,93228.75,3,Remote
EMP-1666,36,Female,Bachelor's,Finance,Financial Analyst,12.5,106448.93,2,Remote
EMP-1667,36,Male,PhD,Finance,Senior Finance Analyst,5.4,105832.23,2,Hybrid
EMP-1668,21,Male,Master's,HR,HR Associate,0.0,65007.23,3,Remote
EMP-1669,29,Female,Bachelor's,Sales,Sales Associate,1.5,69925.42,3,Hybrid
EMP-1670,21,Male,Bachelor's,Data Science,Senior Data Scientist,0.0,63385.15,2,Remote
EMP-1671,28,Female,PhD,Finance,Finance Manager,0.1,112257.04,3,Hybrid
EMP-1672,35,Male,High School,Finance,Finance Manager,11.6,124532.51,1,On-site
EMP-1673,25,Female,Bachelor's,Finance,Finance Manager,0.1,88084.26,3,Hybrid
EMP-1674,51,Female,Bachelor's,Data Science,Data Analyst,26.0,159082.93,2,Hybrid
EMP-1675,39,Female,Bachelor's,HR,HR Associate,11.9,113413.68,4,Hybrid
EMP-1676,40,Female,Bachelor's,Sales,Sales Representative,10.6,104362.74,2,Hybrid
EMP-1677,28,Female,Master's,Engineering,Engineering Manager,0.5,110132.82,3,Hybrid
EMP-1678,48,Male,Master's,Finance,Senior Finance Analyst,6.2,107394.5,5,Remote
EMP-1679,32,Female,High School,Finance,Financial Analyst,7.3,73045.54,3,Hybrid
EMP-1680,31,Male,Master's,Sales,Sales Representative,0.7,66795.47,2,Hybrid
EMP-1681,39,Female,Bachelor's,Finance,Senior Finance Analyst,9.6,105046.18,2,Hybrid
EMP-1682,38,Non-binary,Bachelor's,Data Science,Data Science Manager,8.8,130992.63,3,Hybrid
EMP-1683,39,Male,Bachelor's,Sales,Sales Representative,16.8,123357.22,3,Hybrid
EMP-1684,31,Female,Bachelor's,Data Science,Data Analyst,6.7,88064.77,2,Hybrid
EMP-1685,29,Female,Bachelor's,Data Science,Data Science Manager,5.5,121346.34,2,On-site
EMP-1686,40,Female,Master's,Engineering,Senior Engineer,6.2,111145.39,3,Hybrid
EMP-1687,36,Female,Master's,Sales,Sales Manager,5.2,116220.67,3,Remote
EMP-1688,40,Male,High School,Engineering,Engineering Manager,20.5,153467.1,2,Hybrid
EMP-1689,36,Female,Bachelor's,Finance,Financial Analyst,13.2,124997.29,4,On-site
EMP-1690,47,Female,Bachelor's,Finance,Senior Finance Analyst,4.9,85111.95,4,Hybrid
EMP-1691,39,Female,Master's,Finance,Financial Analyst,10.1,110523.56,2,Hybrid
EMP-1692,44,Female,PhD,Executive,Vice President,13.3,203023.32,4,Hybrid
EMP-1693,33,Male,Bachelor's,Finance,Financial Analyst,8.1,98627.24,3,Remote
EMP-1694,23,Male,Bachelor's,Finance,Finance Manager,0.3,77956.78,1,On-site
EMP-1695,25,Male,Bachelor's,Data Science,Data Science Manager,2.8,103873.32,2,Hybrid
EMP-1696,33,Male,Bachelor's,Engineering,Software Engineer,5.5,96060.47,4,Remote
EMP-1697,41,Male,Bachelor's,Finance,Finance Manager,4.8,99327.0,3,Hybrid
EMP-1698,48,Male,Bachelor's,HR,HR Specialist,17.7,131362.88,3,On-site
EMP-1699,27,Female,Bachelor's,HR,HR Associate,1.9,59887.34,1,Hybrid
EMP-1700,41,Male,Master's,Sales,Sales Representative,8.8,98742.02,2,Remote
EMP-1701,49,Female,Bachelor's,Executive,Vice President,2.1,133676.04,2,On-site
EMP-1702,28,Male,Bachelor's,Finance,Senior Finance Analyst,1.1,63648.29,3,Hybrid
EMP-1703,44,Female,Bachelor's,Data Science,Data Scientist,19.2,147663.24,2,Remote
EMP-1704,38,Male,Bachelor's,Finance,Senior Finance Analyst,2.5,72944.95,2,Remote
EMP-1705,32,Female,Master's,Sales,Sales Manager,0.1,89453.9,3,On-site
EMP-1706,21,Female,Master's,HR,HR Manager,0.0,104475.69,3,Remote
EMP-1707,45,Female,Master's,HR,HR Specialist,3.8,79382.66,3,Hybrid
EMP-1708,38,Female,Bachelor's,Finance,Financial Analyst,0.9,57695.12,3,Hybrid
EMP-1709,49,Male,Bachelor's,Sales,Sales Manager,20.9,175089.11,3,Hybrid
EMP-1710,42,Male,Bachelor's,Engineering,Software Engineer,13.5,128737.17,3,Hybrid
EMP-1711,43,Male,Bachelor's,Data Science,Senior Data Scientist,5.0,85558.39,2,Hybrid
EMP-1712,39,Female,Bachelor's,Sales,Sales Representative,3.6,68685.36,4,Hybrid
EMP-1713,23,Male,Master's,HR,HR Specialist,0.0,65305.33,3,Remote
EMP-1714,39,Male,Bachelor's,Data Science,Data Analyst,12.3,121320.79,3,On-site
EMP-1715,52,Female,Master's,Data Science,Data Science Manager,22.6,191949.02,1,Remote
EMP-1716,36,Female,PhD,Finance,Finance Manager,6.5,133244.87,1,Hybrid
EMP-1717,54,Male,Bachelor's,Sales,Sales Associate,22.1,152204.21,3,Remote
EMP-1718,25,Female,Bachelor's,Engineering,Engineering Manager,2.2,96988.82,2,Remote
EMP-1719,34,Male,Bachelor's,HR,HR Specialist,0.2,60186.15,4,Remote
EMP-1720,26,Female,PhD,Data Science,Data Scientist,0.0,100989.33,3,On-site
EMP-1721,49,Male,Bachelor's,Sales,Sales Associate,10.3,98169.43,4,Remote
EMP-1722,29,Female,Bachelor's,Data Science,Senior Data Scientist,3.0,79195.88,2,Hybrid
EMP-1723,42,Male,PhD,Executive,Vice President,3.4,158824.29,3,Remote
EMP-1724,34,Male,Bachelor's,Sales,Sales Representative,10.7,97929.14,3,Hybrid
EMP-1725,58,Female,Master's,Sales,Sales Representative,5.7,89048.44,1,On-site
EMP-1726,58,Male,Bachelor's,Engineering,Senior Engineer,6.0,92059.77,3,Remote
EMP-1727,34,Male,Master's,Finance,Financial Analyst,0.3,82497.09,3,Hybrid
EMP-1728,21,Female,High School,HR,HR Manager,0.5,66556.26,4,Hybrid
EMP-1729,35,Female,Bachelor's,Data Science,Senior Data Scientist,5.8,95891.32,2,Remote
EMP-1730,22,Female,Bachelor's,Engineering,Tech Lead,0.0,105145.86,3,On-site
EMP-1731,24,Male,Bachelor's,Finance,Senior Finance Analyst,1.1,61648.11,3,Remote
EMP-1732,42,Female,Bachelor's,Sales,Sales Manager,15.0,142151.08,3,On-site
EMP-1733,42,Male,Bachelor's,HR,HR Specialist,10.8,100214.58,4,On-site
EMP-1734,45,Male,Bachelor's,HR,HR Associate,0.0,44261.38,2,On-site
EMP-1735,42,Female,Bachelor's,Engineering,Engineering Manager,18.9,177513.68,4,Hybrid
EMP-1736,34,Male,Bachelor's,HR,HR Manager,2.8,82257.55,3,Remote
EMP-1737,44,Male,Bachelor's,Sales,Sales Associate,3.6,70407.46,3,Hybrid
EMP-1738,33,Male,Bachelor's,HR,HR Associate,4.6,69699.68,3,Remote
EMP-1739,37,Female,PhD,HR,HR Specialist,6.5,108817.85,4,Hybrid
EMP-1740,34,Male,Bachelor's,Engineering,Senior Engineer,1.6,76185.15,2,Remote
EMP-1741,36,Male,Bachelor's,Finance,Senior Finance Analyst,2.6,76847.82,2,Remote
EMP-1742,52,Male,Bachelor's,Engineering,Tech Lead,8.1,112820.76,2,Hybrid
EMP-1743,48,Female,Bachelor's,Sales,Sales Associate,8.9,97123.75,2,Remote
EMP-1744,21,Female,PhD,Sales,Sales Manager,0.0,102732.97,3,Hybrid
EMP-1745,45,Male,Master's,engineering,Tech Lead,,167736.36,3,Remote
EMP-1746,33,Male,Bachelor's,hr,HR Specialist,9.1,91855.37,3,Remote
EMP-1747,43,Female,Bachelor's,Sales,Sales Associate,15.5,116714.55,4,Remote
EMP-1748,54,Male,Master's,Data Science,Data Science Manager,11.7,151747.3,3,On-site
EMP-1749,24,Female,Bachelor's,Engineering,Software Engineer,0.5,75629.9,3,Hybrid
EMP-1750,36,Male,Master's,Data Science,Data Analyst,2.8,89052.95,4,Hybrid
EMP-1751,37,Male,Master's,Finance,Financial Analyst,5.1,93601.79,2,Remote
EMP-1752,46,Non-binary,Bachelor's,Finance,Financial Analyst,8.9,79754.72,2,Remote
EMP-1753,39,Male,High School,Finance,Senior Finance Analyst,19.5,137325.77,3,On-site
EMP-1754,50,Female,High School,Finance,Financial Analyst,4.0,70881.3,2,Remote
EMP-1755,49,Non-binary,Master's,Sales,Sales Manager,4.8,111077.91,1,Hybrid
EMP-1756,32,Male,Bachelor's,Engineering,Engineering Manager,7.1,124906.06,3,Hybrid
EMP-1757,33,Female,Bachelor's,Finance,Financial Analyst,6.0,83404.91,2,Remote
EMP-1758,27,Male,Master's,Finance,Finance Manager,0.5,101176.24,2,Hybrid
EMP-1759,26,Male,Master's,Finance,Senior Finance Analyst,,79555.55,3,Hybrid
EMP-1760,21,Female,Master's,Engineering,Tech Lead,0.0,109164.66,2,Hybrid
EMP-1761,28,Male,Master's,Finance,Senior Finance Analyst,0.8,76132.37,2,Hybrid
EMP-1762,45,Female,Bachelor's,Sales,Sales Manager,7.4,107494.94,2,Remote
EMP-1763,52,Female,High School,Data Science,Data Analyst,6.9,100853.15,4,Hybrid
EMP-1764,38,Male,Bachelor's,Sales,Sales Manager,7.8,107777.33,2,Hybrid
EMP-1765,43,Female,High School,Engineering,Software Engineer,23.3,166269.59,3,Remote
EMP-1766,44,Female,Master's,Executive,Director,7.2,160551.69,1,Hybrid
EMP-1767,28,Female,Master's,Engineering,Tech Lead,2.1,112321.2,2,Hybrid
EMP-1768,57,Female,High School,Finance,Financial Analyst,3.9,79020.34,5,Remote
EMP-1769,36,Male,Bachelor's,Data Science,Data Scientist,7.8,109085.93,3,Hybrid
EMP-1770,34,Female,Master's,Finance,Senior Finance Analyst,6.7,105520.42,4,Hybrid
EMP-1771,42,Male,Bachelor's,Finance,Senior Finance Analyst,10.1,105949.52,3,Hybrid
EMP-1772,46,Female,Bachelor's,HR,HR Manager,23.8,171610.19,2,Remote
EMP-1773,26,Male,Master's,Sales,Sales Manager,0.6,-102193.62,3,Remote
EMP-1774,42,Female,Bachelor's,HR,HR Specialist,19.2,136606.42,4,Hybrid
EMP-1775,44,Male,Master's,Finance,Financial Analyst,10.4,111357.4,2,On-site
EMP-1776,44,Male,Bachelor's,HR,HR Associate,17.0,122636.2,3,On-site
EMP-1777,37,Female,PhD,Finance,Finance Manager,5.7,128797.82,1,Hybrid
EMP-1778,46,Male,Bachelor's,HR,HR Specialist,21.4,145883.99,3,Remote
EMP-1779,38,Male,Bachelor's,Finance,Senior Finance Analyst,9.1,95258.07,3,Remote
EMP-1780,44,Male,Bachelor's,Sales,Sales Manager,15.5,151052.11,3,On-site
EMP-1781,32,Male,Bachelor's,Engineering,Engineering Manager,0.8,96942.92,1,Remote
EMP-1782,33,Female,Bachelor's,Sales,Sales Representative,10.2,102000.87,2,Remote
EMP-1783,34,Female,Master's,Finance,Financial Analyst,6.3,106162.04,4,Hybrid
EMP-1784,44,Male,Bachelor's,Finance,Financial Analyst,7.2,95511.66,2,Hybrid
EMP-1785,40,Male,Master's,Sales,Sales Representative,12.0,118260.33,2,Hybrid
EMP-1786,21,Male,Bachelor's,Sales,Sales Associate,0.0,51823.77,3,Remote
EMP-1787,24,Male,Bachelor's,Engineering,Engineering Manager,0.5,95776.13,1,Hybrid
EMP-1788,31,Male,Master's,Data Science,Data Science Manager,3.9,124165.19,4,Hybrid
EMP-1789,21,Female,Bachelor's,Finance,Finance Manager,0.0,90414.87,2,Hybrid
EMP-1790,36,Male,Bachelor's,Sales,Sales Representative,9.6,96280.11,2,Hybrid
EMP-1791,43,Male,Bachelor's,Data Science,Senior Data Scientist,7.2,112931.0,4,Hybrid
EMP-1792,34,Female,Bachelor's,HR,HR Manager,9.9,114099.21,2,On-site
EMP-1793,40,Female,Bachelor's,Data Science,Data Scientist,12.3,113917.09,2,Remote
EMP-1794,41,Female,High School,Data Science,Data Scientist,20.0,147196.78,3,On-site
EMP-1795,30,Male,Master's,Engineering,Tech Lead,2.7,110794.6,3,Remote
EMP-1796,46,Male,Bachelor's,Finance,Senior Finance Analyst,13.2,108362.87,4,Hybrid
EMP-1797,28,Non-binary,Master's,Engineering,Engineering Manager,2.3,107759.86,2,Hybrid
EMP-1798,37,Male,Bachelor's,HR,HR Associate,11.8,94028.84,2,Hybrid
EMP-1799,27,Male,Master's,Engineering,Software Engineer,1.2,85456.07,3,Remote
EMP-1800,30,Female,Master's,Engineering,Software Engineer,1.8,84279.92,3,On-site
EMP-1801,35,Male,PhD,Finance,Finance Manager,0.8,127402.77,4,Remote
EMP-1802,25,Female,Bachelor's,Data Science,Data Scientist,1.5,82168.38,3,Hybrid
EMP-1803,26,Female,High School,Data Science,Senior Data Scientist,2.7,83567.59,3,Hybrid
EMP-1804,26,Male,Bachelor's,HR,HR Specialist,2.5,66605.97,2,Remote
EMP-1805,40,Non-binary,Bachelor's,Engineering,Tech Lead,15.8,161403.54,3,On-site
EMP-1806,41,Female,High School,HR,HR Associate,3.5,62983.91,2,On-site
EMP-1807,49,Female,High School,Finance,Finance Manager,21.3,167199.14,3,Hybrid
EMP-1808,22,Female,Bachelor's,HR,HR Manager,0.0,81432.34,3,Remote
EMP-1809,37,Female,Bachelor's,Data Science,Data Scientist,12.9,126175.54,4,Remote
EMP-1810,43,Female,Bachelor's,Executive,Director,13.8,172818.69,2,Hybrid
EMP-1811,36,Male,High School,Finance,Finance Manager,2.1,84602.84,3,Remote
EMP-1812,36,Female,Master's,HR,HR Specialist,11.5,110679.41,3,Remote
EMP-1813,21,Female,Master's,HR,HR Associate,0.0,76288.72,4,Hybrid
EMP-1814,25,Male,Bachelor's,Finance,Finance Manager,0.8,86342.15,3,Hybrid
EMP-1815,40,Male,Bachelor's,Engineering,Tech Lead,1.4,97473.55,3,Hybrid
EMP-1816,30,Male,Master's,Sales,Sales Manager,3.9,102882.85,2,Remote
EMP-1817,29,Male,Bachelor's,Data Science,Data Scientist,1.6,73425.44,3,Hybrid
EMP-1818,44,Non-binary,PhD,Data Science,Data Scientist,12.9,151699.68,4,Remote
EMP-1819,40,Female,PhD,Finance,Senior Finance Analyst,8.9,128212.01,3,On-site
EMP-1820,38,Female,Bachelor's,Engineering,Engineering Manager,11.5,144193.49,3,Hybrid
EMP-1821,25,Female,Bachelor's,Finance,Finance Manager,1.9,99303.75,3,Hybrid
EMP-1822,30,Male,Bachelor's,sales,Sales Associate,7.0,91499.97,3,Remote
EMP-1823,35,Female,PhD,Engineering,Engineering Manager,4.1,154403.23,4,Hybrid
EMP-1824,30,Male,Bachelor's,Sales,Sales Representative,6.2,82862.91,2,Remote
EMP-1825,45,Male,Bachelor's,   Finance  ,Financial Analyst,10.7,114659.56,3,Hybrid
EMP-1826,24,Male,Bachelor's,Data Science,Data Scientist,0.8,70724.84,3,Remote
EMP-1827,55,Male,Bachelor's,Data Science,Data Science Manager,3.0,107000.06,4,Remote
EMP-1828,32,Female,Master's,Data Science,Data Analyst,0.7,83617.22,3,Hybrid
EMP-1829,37,Female,High School,Sales,Sales Manager,15.0,126481.96,3,Hybrid
EMP-1830,37,Female,Bachelor's,Sales,Sales Associate,11.5,100341.26,2,On-site
EMP-1831,52,Female,Master's,Data Science,Data Scientist,21.5,175179.23,2,Remote
EMP-1832,35,Male,Master's,Sales,Sales Representative,6.9,100722.23,2,Remote
EMP-1833,41,Male,Bachelor's,HR,HR Associate,8.7,95349.11,3,On-site
EMP-1834,34,Female,High School,Sales,Sales Associate,3.5,55189.1,2,Hybrid
EMP-1835,29,Male,Bachelor's,Finance,Finance Manager,0.0,99468.08,5,On-site
EMP-1836,24,Male,Bachelor's,Data Science,Data Analyst,0.4,72571.2,2,Remote
EMP-1837,43,Male,Bachelor's,Executive,Vice President,7.0,145870.27,3,Remote
EMP-1838,36,Male,PhD,Data Science,Senior Data Scientist,5.5,121615.36,3,Hybrid
EMP-1839,21,Female,Master's,Data Science,Data Science Manager,0.0,102891.56,3,Hybrid
EMP-1840,39,Male,High School,HR,HR Specialist,7.7,85544.89,5,Hybrid
EMP-1841,34,Male,Bachelor's,Finance,Financial Analyst,3.5,78596.13,3,Remote
EMP-1842,42,Female,Bachelor's,Finance,Financial Analyst,13.9,131719.26,3,Hybrid
EMP-1843,26,Male,Master's,Finance,Financial Analyst,1.0,71641.71,3,Hybrid
EMP-1844,43,Female,PhD,Finance,Senior Finance Analyst,4.2,100135.8,2,Hybrid
EMP-1845,35,Female,PhD,Finance,Finance Manager,4.0,135310.73,3,Hybrid
EMP-1846,25,Female,Master's,Finance,Financial Analyst,0.7,71682.52,3,On-site
EMP-1847,25,Male,High School,Engineering,Senior Engineer,5.6,81669.1,3,On-site
EMP-1848,62,Male,Bachelor's,Data Science,Data Analyst,25.6,170254.29,3,Hybrid
EMP-1849,32,Male,High School,HR,HR Manager,7.7,117870.66,4,Hybrid
EMP-1850,22,Male,Bachelor's,Sales,Sales Manager,0.0,88225.79,1,Hybrid
EMP-1851,41,Non-binary,Master's,HR,HR Manager,8.1,124227.77,2,Hybrid
EMP-1852,21,Male,Bachelor's,Data Science,Data Science Manager,0.0,1200000.0,3,On-site
EMP-1853,47,Female,Bachelor's,Sales,Sales Manager,1.4,86394.12,2,Hybrid
EMP-1854,28,Female,Master's,Finance,Finance Manager,0.1,93047.92,3,Hybrid
EMP-1855,33,Male,PhD,   HR  ,HR Associate,5.8,105266.82,2,Remote
EMP-1856,46,Male,PhD,Data Science,Data Science Manager,3.6,138349.43,3,Remote
EMP-1857,23,Female,Bachelor's,HR,HR Manager,0.0,74698.77,2,Hybrid
EMP-1858,64,Female,Bachelor's,HR,HR Associate,22.1,151605.06,2,Remote
EMP-1859,47,Male,High School,Engineering,Engineering Manager,14.7,157291.72,3,Hybrid
EMP-1860,41,Female,Bachelor's,Sales,Sales Manager,16.6,152401.28,3,Remote
EMP-1861,50,Male,Master's,Executive,Director,5.3,151505.94,4,Remote
EMP-1862,24,Male,Master's,Engineering,Software Engineer,0.0,75199.77,3,Remote
EMP-1863,37,Male,Master's,Engineering,Tech Lead,6.1,130876.19,4,Remote
EMP-1864,37,Female,Master's,HR,HR Associate,7.5,101590.59,3,Remote
EMP-1865,21,Female,Bachelor's,Data Science,Senior Data Scientist,0.0,69267.7,2,Remote
EMP-1866,50,Male,Bachelor's,Executive,Director,4.4,122220.68,2,Remote
EMP-1867,44,Female,Bachelor's,Executive,Vice President,12.1,158682.0,2,Remote
EMP-1868,31,Female,Master's,Finance,Financial Analyst,1.2,74411.53,3,Remote
EMP-1869,21,Female,Bachelor's,Engineering,Senior Engineer,0.0,75649.25,3,Remote
EMP-1870,44,Female,High School,Engineering,Engineering Manager,10.2,123631.05,2,Hybrid
EMP-1871,37,Female,Bachelor's,Sales,Sales Manager,5.3,109270.04,3,Remote
EMP-1872,30,Male,Master's,Finance,Financial Analyst,5.8,100103.68,3,Hybrid
EMP-1873,52,Male,Bachelor's,Sales,Sales Associate,13.7,120274.34,3,Hybrid
EMP-1874,38,Female,Bachelor's,Data Science,Data Scientist,2.3,86118.58,4,On-site
EMP-1875,29,Male,Bachelor's,Data Science,Senior Data Scientist,5.5,101287.42,4,On-site
EMP-1876,33,Male,High School,Sales,Sales Associate,5.3,71039.45,2,Hybrid
EMP-1877,42,Male,Master's,Data Science,Data Analyst,7.3,115527.85,3,Hybrid
EMP-1878,54,Male,Bachelor's,Executive,Vice President,17.0,193543.81,4,Hybrid
EMP-1879,47,Male,Bachelor's,Sales,Sales Representative,1.7,64527.56,2,Remote
EMP-1880,56,Female,Bachelor's,Finance,Senior Finance Analyst,18.5,133614.2,3,Remote
EMP-1881,31,Female,High School,Finance,Senior Finance Analyst,1.5,51591.43,2,Hybrid
EMP-1882,34,Male,High School,Sales,Sales Associate,4.9,67673.71,2,Hybrid
EMP-1883,47,Female,Master's,Sales,Sales Representative,11.4,123995.7,2,Hybrid
EMP-1884,43,Male,Master's,Engineering,Senior Engineer,12.6,131972.99,4,Hybrid
EMP-1885,46,Male,Bachelor's,Data Science,Senior Data Scientist,7.2,103581.49,2,Hybrid
EMP-1886,39,Female,PhD,Sales,Sales Manager,11.8,152506.43,3,Remote
EMP-1887,29,Male,High School,Finance,Senior Finance Analyst,9.3,86369.91,3,On-site
EMP-1888,42,Male,PhD,Engineering,Tech Lead,1.6,128809.05,2,Remote
EMP-1889,25,Male,Bachelor's,Finance,Senior Finance Analyst,1.9,72733.79,3,Hybrid
EMP-1890,31,Male,Bachelor's,Data Science,Data Scientist,4.3,90622.65,3,Remote
EMP-1891,32,Male,PhD,Sales,Sales Associate,1.4,76104.25,2,On-site
EMP-1892,41,Male,High School,Data Science,Data Science Manager,15.1,145992.07,1,On-site
EMP-1893,35,Male,Bachelor's,Sales,Sales Representative,11.6,104907.73,3,Hybrid
EMP-1894,34,Female,Bachelor's,Sales,Sales Manager,5.1,106430.35,3,On-site
EMP-1895,41,Male,Bachelor's,Engineering,Engineering Manager,,151406.57,3,Remote
EMP-1896,45,Female,Bachelor's,HR,HR Associate,22.5,141399.9,3,Hybrid
EMP-1897,35,Female,Bachelor's,Sales,Sales Manager,1.0,86393.02,3,Hybrid
EMP-1898,41,Female,Master's,HR,HR Specialist,8.8,111450.6,4,Hybrid
EMP-1899,24,Female,Bachelor's,Engineering,Tech Lead,1.2,106013.6,3,On-site
EMP-1900,41,Female,High School,Sales,Sales Manager,16.9,161053.62,4,Hybrid
EMP-1901,48,Non-binary,Master's,Engineering,Tech Lead,17.4,184350.53,3,Hybrid
EMP-1902,39,Male,Bachelor's,Data Science,Data Analyst,11.2,115931.51,3,Remote
EMP-1903,53,Female,High School,Data Science,Data Analyst,29.8,194354.21,2,Remote
EMP-1904,42,Male,Bachelor's,Engineering,Software Engineer,12.1,118025.9,2,On-site
EMP-1905,21,Female,Master's,HR,HR Associate,0.0,70311.39,3,Remote
EMP-1906,32,Female,Bachelor's,Finance,Financial Analyst,3.4,87004.94,3,Remote
EMP-1907,32,Male,PhD,Data Science,Data Science Manager,3.8,144849.98,2,Hybrid
EMP-1908,57,Male,Master's,Data Science,Data Scientist,19.1,169288.78,3,On-site
EMP-1909,51,Male,Bachelor's,Engineering,Senior Engineer,,118788.16,2,Hybrid
EMP-1910,50,Male,PhD,Data Science,Data Science Manager,15.7,195317.29,4,Hybrid
EMP-1911,29,Male,Bachelor's,Sales,Sales Associate,2.0,66214.17,4,Hybrid
EMP-1912,34,Male,Bachelor's,Finance,Finance Manager,11.5,143624.96,3,Remote
EMP-1913,46,Female,Bachelor's,Finance,Finance Manager,20.6,175299.73,3,Remote
EMP-1914,38,Male,High School,Finance,Senior Finance Analyst,9.2,76462.64,3,Hybrid
EMP-1915,35,Male,Master's,Data Science,Senior Data Scientist,7.5,107593.92,3,On-site
EMP-1916,41,Male,High School,Executive,Director,0.3,121792.85,3,Remote
EMP-1917,53,Male,Bachelor's,   HR  ,HR Specialist,6.0,74294.97,2,Remote
EMP-1918,37,Male,PhD,Data Science,Data Analyst,7.1,125990.15,2,Remote
EMP-1919,30,Female,Bachelor's,   Finance  ,Financial Analyst,7.2,91976.27,2,Hybrid
EMP-1920,44,Male,Bachelor's,Sales,Sales Representative,16.9,131352.13,2,Hybrid
EMP-1921,31,Female,Master's,HR,HR Associate,5.5,93022.06,3,Remote
EMP-1922,37,Male,Bachelor's,Engineering,Tech Lead,14.3,149961.42,3,Remote
EMP-1923,36,Male,Bachelor's,Data Science,Data Science Manager,2.5,102020.53,3,Hybrid
EMP-1924,36,Male,Master's,Data Science,Data Analyst,11.0,120253.08,1,Hybrid
